start_date,end_date,strategy,selected_component,regime,start_price,end_price,underlying_return,annualized_volatility,call_premium_income,put_protection_cost,option_payoff_effect,implementation_drag,gross_overlay_effect,net_overlay_effect,net_strategy_return,option_legs
2016-04-05,2016-05-04,collar,collar,extreme_stress,47.36000061035156,51.02000045776367,0.07728040118758228,0.3439992739212493,0.02696030039048998,-0.025825261747288886,-0.04728040118758217,-0.001,-0.04614536254438108,-0.04714536254438108,0.030135038643201204,2
2016-04-05,2016-05-04,stress_aware_overlay,collar,extreme_stress,47.36000061035156,51.02000045776367,0.07728040118758228,0.3439992739212493,0.02696030039048998,-0.025825261747288886,-0.04728040118758217,-0.001,-0.04614536254438108,-0.04714536254438108,0.030135038643201204,2
2016-05-04,2016-06-02,covered_call,covered_call,stress,51.02000045776367,48.400001525878906,-0.05135238942331455,0.3308289934134747,0.025492007293079683,0.0,-0.0,-0.0005,0.025492007293079683,0.024992007293079682,-0.026360382130234866,1
2016-05-04,2016-06-02,collar,collar,stress,51.02000045776367,48.400001525878906,-0.05135238942331455,0.3308289934134747,0.025492007293079683,-0.024404429888044386,0.021352389423314435,-0.001,0.02243996682834973,0.02143996682834973,-0.029912422594964818,2
2016-05-04,2016-06-02,stress_aware_overlay,collar,stress,51.02000045776367,48.400001525878906,-0.05135238942331455,0.3308289934134747,0.025492007293079683,-0.024404429888044386,0.021352389423314435,-0.001,0.02243996682834973,0.02143996682834973,-0.029912422594964818,2
2016-06-02,2016-07-01,covered_call,covered_call,stress,48.400001525878906,50.709999084472656,0.04772722078032632,0.2987711338301527,0.02194230415172616,0.0,-0.01772722078032628,-0.0005,0.0042150833713998775,0.0037150833713998775,0.051442304151726195,1
2016-06-02,2016-07-01,collar,collar,stress,48.400001525878906,50.709999084472656,0.04772722078032632,0.2987711338301527,0.02194230415172616,-0.02097094698774706,-0.01772722078032628,-0.001,-0.01675586361634718,-0.017755863616347182,0.029971357163979136,2
2016-06-02,2016-07-01,stress_aware_overlay,collar,stress,48.400001525878906,50.709999084472656,0.04772722078032632,0.2987711338301527,0.02194230415172616,-0.02097094698774706,-0.01772722078032628,-0.001,-0.01675586361634718,-0.017755863616347182,0.029971357163979136,2
2016-07-01,2016-08-01,covered_call,covered_call,stress,50.709999084472656,55.040000915527344,0.08538753518495978,0.26734829640693697,0.018505765762427243,0.0,-0.05538753518495978,-0.0005,-0.03688176942253253,-0.03738176942253253,0.04800576576242725,1
2016-07-01,2016-08-01,collar,collar,stress,50.709999084472656,55.040000915527344,0.08538753518495978,0.26734829640693697,0.018505765762427243,-0.017649510185355845,-0.05538753518495978,-0.001,-0.05453127960788838,-0.05553127960788838,0.029856255577071403,2
